audio_path,emotion
dataset/RAVDESS\Actor_13\03-01-05-01-01-01-13.wav,angry
dataset/RAVDESS\Actor_13\03-01-05-01-01-02-13.wav,angry
dataset/RAVDESS\Actor_13\03-01-05-01-02-01-13.wav,angry
dataset/RAVDESS\Actor_13\03-01-05-01-02-02-13.wav,angry
dataset/RAVDESS\Actor_13\03-01-05-02-01-01-13.wav,angry
dataset/RAVDESS\Actor_13\03-01-05-02-01-02-13.wav,angry
dataset/RAVDESS\Actor_13\03-01-05-02-02-01-13.wav,angry
dataset/RAVDESS\Actor_13\03-01-05-02-02-02-13.wav,angry
dataset/RAVDESS\Actor_13\03-01-06-01-01-01-13.wav,fear
dataset/RAVDESS\Actor_13\03-01-06-01-01-02-13.wav,fear
dataset/RAVDESS\Actor_13\03-01-06-01-02-01-13.wav,fear
dataset/RAVDESS\Actor_13\03-01-06-01-02-02-13.wav,fear
dataset/RAVDESS\Actor_13\03-01-06-02-01-01-13.wav,fear
dataset/RAVDESS\Actor_13\03-01-06-02-01-02-13.wav,fear
dataset/RAVDESS\Actor_13\03-01-06-02-02-01-13.wav,fear
dataset/RAVDESS\Actor_13\03-01-06-02-02-02-13.wav,fear
dataset/RAVDESS\Actor_13\03-01-07-01-01-01-13.wav,disgust
dataset/RAVDESS\Actor_13\03-01-07-01-01-02-13.wav,disgust
dataset/RAVDESS\Actor_13\03-01-07-01-02-01-13.wav,disgust
dataset/RAVDESS\Actor_13\03-01-07-01-02-02-13.wav,disgust
dataset/RAVDESS\Actor_13\03-01-07-02-01-01-13.wav,disgust
dataset/RAVDESS\Actor_13\03-01-07-02-01-02-13.wav,disgust
dataset/RAVDESS\Actor_13\03-01-07-02-02-01-13.wav,disgust
dataset/RAVDESS\Actor_13\03-01-07-02-02-02-13.wav,disgust
dataset/RAVDESS\Actor_13\03-01-08-01-01-01-13.wav,surprise
dataset/RAVDESS\Actor_13\03-01-08-01-01-02-13.wav,surprise
dataset/RAVDESS\Actor_13\03-01-08-01-02-01-13.wav,surprise
dataset/RAVDESS\Actor_13\03-01-08-01-02-02-13.wav,surprise
dataset/RAVDESS\Actor_13\03-01-08-02-01-01-13.wav,surprise
dataset/RAVDESS\Actor_13\03-01-08-02-01-02-13.wav,surprise
dataset/RAVDESS\Actor_13\03-01-08-02-02-01-13.wav,surprise
dataset/RAVDESS\Actor_13\03-01-08-02-02-02-13.wav,surprise
dataset/RAVDESS\Actor_14\03-01-01-01-01-01-14.wav,neutral
dataset/RAVDESS\Actor_14\03-01-01-01-01-02-14.wav,neutral
dataset/RAVDESS\Actor_14\03-01-01-01-02-01-14.wav,neutral
dataset/RAVDESS\Actor_14\03-01-01-01-02-02-14.wav,neutral
dataset/RAVDESS\Actor_14\03-01-02-01-01-01-14.wav,calm
dataset/RAVDESS\Actor_14\03-01-02-01-01-02-14.wav,calm
dataset/RAVDESS\Actor_14\03-01-02-01-02-01-14.wav,calm
dataset/RAVDESS\Actor_14\03-01-02-01-02-02-14.wav,calm
dataset/RAVDESS\Actor_14\03-01-02-02-01-01-14.wav,calm
dataset/RAVDESS\Actor_14\03-01-02-02-01-02-14.wav,calm
dataset/RAVDESS\Actor_14\03-01-02-02-02-01-14.wav,calm
dataset/RAVDESS\Actor_14\03-01-02-02-02-02-14.wav,calm
dataset/RAVDESS\Actor_14\03-01-03-01-01-01-14.wav,happy
dataset/RAVDESS\Actor_14\03-01-03-01-01-02-14.wav,happy
dataset/RAVDESS\Actor_14\03-01-03-01-02-01-14.wav,happy
dataset/RAVDESS\Actor_14\03-01-03-01-02-02-14.wav,happy
dataset/RAVDESS\Actor_14\03-01-03-02-01-01-14.wav,happy
dataset/RAVDESS\Actor_14\03-01-03-02-01-02-14.wav,happy
dataset/RAVDESS\Actor_14\03-01-03-02-02-01-14.wav,happy
dataset/RAVDESS\Actor_14\03-01-03-02-02-02-14.wav,happy
dataset/RAVDESS\Actor_14\03-01-04-01-01-01-14.wav,sad
dataset/RAVDESS\Actor_14\03-01-04-01-01-02-14.wav,sad
dataset/RAVDESS\Actor_14\03-01-04-01-02-01-14.wav,sad
dataset/RAVDESS\Actor_14\03-01-04-01-02-02-14.wav,sad
dataset/RAVDESS\Actor_14\03-01-04-02-01-01-14.wav,sad
dataset/RAVDESS\Actor_14\03-01-04-02-01-02-14.wav,sad
dataset/RAVDESS\Actor_14\03-01-04-02-02-01-14.wav,sad
dataset/RAVDESS\Actor_14\03-01-04-02-02-02-14.wav,sad
dataset/RAVDESS\Actor_14\03-01-05-01-01-01-14.wav,angry
dataset/RAVDESS\Actor_14\03-01-05-01-01-02-14.wav,angry
dataset/RAVDESS\Actor_14\03-01-05-01-02-01-14.wav,angry
dataset/RAVDESS\Actor_14\03-01-05-01-02-02-14.wav,angry
dataset/RAVDESS\Actor_14\03-01-05-02-01-01-14.wav,angry
dataset/RAVDESS\Actor_14\03-01-05-02-01-02-14.wav,angry
dataset/RAVDESS\Actor_14\03-01-05-02-02-01-14.wav,angry
dataset/RAVDESS\Actor_14\03-01-05-02-02-02-14.wav,angry
dataset/RAVDESS\Actor_14\03-01-06-01-01-01-14.wav,fear
dataset/RAVDESS\Actor_14\03-01-06-01-01-02-14.wav,fear
dataset/RAVDESS\Actor_14\03-01-06-01-02-01-14.wav,fear
dataset/RAVDESS\Actor_14\03-01-06-01-02-02-14.wav,fear
dataset/RAVDESS\Actor_14\03-01-06-02-01-01-14.wav,fear
dataset/RAVDESS\Actor_14\03-01-06-02-01-02-14.wav,fear
dataset/RAVDESS\Actor_14\03-01-06-02-02-01-14.wav,fear
dataset/RAVDESS\Actor_14\03-01-06-02-02-02-14.wav,fear
dataset/RAVDESS\Actor_14\03-01-07-01-01-01-14.wav,disgust
dataset/RAVDESS\Actor_14\03-01-07-01-01-02-14.wav,disgust
dataset/RAVDESS\Actor_14\03-01-07-01-02-01-14.wav,disgust
dataset/RAVDESS\Actor_14\03-01-07-01-02-02-14.wav,disgust
dataset/RAVDESS\Actor_14\03-01-07-02-01-01-14.wav,disgust
dataset/RAVDESS\Actor_14\03-01-07-02-01-02-14.wav,disgust
dataset/RAVDESS\Actor_14\03-01-07-02-02-01-14.wav,disgust
dataset/RAVDESS\Actor_14\03-01-07-02-02-02-14.wav,disgust
dataset/RAVDESS\Actor_14\03-01-08-01-01-01-14.wav,surprise
dataset/RAVDESS\Actor_14\03-01-08-01-01-02-14.wav,surprise
dataset/RAVDESS\Actor_14\03-01-08-01-02-01-14.wav,surprise
dataset/RAVDESS\Actor_14\03-01-08-01-02-02-14.wav,surprise
dataset/RAVDESS\Actor_14\03-01-08-02-01-01-14.wav,surprise
dataset/RAVDESS\Actor_14\03-01-08-02-01-02-14.wav,surprise
dataset/RAVDESS\Actor_14\03-01-08-02-02-01-14.wav,surprise
dataset/RAVDESS\Actor_14\03-01-08-02-02-02-14.wav,surprise
dataset/RAVDESS\Actor_15\03-01-01-01-01-01-15.wav,neutral
dataset/RAVDESS\Actor_15\03-01-01-01-01-02-15.wav,neutral
dataset/RAVDESS\Actor_15\03-01-01-01-02-01-15.wav,neutral
dataset/RAVDESS\Actor_15\03-01-01-01-02-02-15.wav,neutral
dataset/RAVDESS\Actor_15\03-01-02-01-01-01-15.wav,calm
dataset/RAVDESS\Actor_15\03-01-02-01-01-02-15.wav,calm
dataset/RAVDESS\Actor_15\03-01-02-01-02-01-15.wav,calm
dataset/RAVDESS\Actor_15\03-01-02-01-02-02-15.wav,calm
dataset/RAVDESS\Actor_15\03-01-02-02-01-01-15.wav,calm
dataset/RAVDESS\Actor_15\03-01-02-02-01-02-15.wav,calm
dataset/RAVDESS\Actor_15\03-01-02-02-02-01-15.wav,calm
dataset/RAVDESS\Actor_15\03-01-02-02-02-02-15.wav,calm
dataset/RAVDESS\Actor_15\03-01-03-01-01-01-15.wav,happy
dataset/RAVDESS\Actor_15\03-01-03-01-01-02-15.wav,happy
dataset/RAVDESS\Actor_15\03-01-03-01-02-01-15.wav,happy
dataset/RAVDESS\Actor_15\03-01-03-01-02-02-15.wav,happy
dataset/RAVDESS\Actor_15\03-01-03-02-01-01-15.wav,happy
dataset/RAVDESS\Actor_15\03-01-03-02-01-02-15.wav,happy
dataset/RAVDESS\Actor_15\03-01-03-02-02-01-15.wav,happy
dataset/RAVDESS\Actor_15\03-01-03-02-02-02-15.wav,happy
dataset/RAVDESS\Actor_15\03-01-04-01-01-01-15.wav,sad
dataset/RAVDESS\Actor_15\03-01-04-01-01-02-15.wav,sad
dataset/RAVDESS\Actor_15\03-01-04-01-02-01-15.wav,sad
dataset/RAVDESS\Actor_15\03-01-04-01-02-02-15.wav,sad
dataset/RAVDESS\Actor_15\03-01-04-02-01-01-15.wav,sad
dataset/RAVDESS\Actor_15\03-01-04-02-01-02-15.wav,sad
dataset/RAVDESS\Actor_15\03-01-04-02-02-01-15.wav,sad
dataset/RAVDESS\Actor_15\03-01-04-02-02-02-15.wav,sad
dataset/RAVDESS\Actor_15\03-01-05-01-01-01-15.wav,angry
dataset/RAVDESS\Actor_15\03-01-05-01-01-02-15.wav,angry
dataset/RAVDESS\Actor_15\03-01-05-01-02-01-15.wav,angry
dataset/RAVDESS\Actor_15\03-01-05-01-02-02-15.wav,angry
dataset/RAVDESS\Actor_15\03-01-05-02-01-01-15.wav,angry
dataset/RAVDESS\Actor_15\03-01-05-02-01-02-15.wav,angry
dataset/RAVDESS\Actor_15\03-01-05-02-02-01-15.wav,angry
dataset/RAVDESS\Actor_15\03-01-05-02-02-02-15.wav,angry
dataset/RAVDESS\Actor_15\03-01-06-01-01-01-15.wav,fear
dataset/RAVDESS\Actor_15\03-01-06-01-01-02-15.wav,fear
dataset/RAVDESS\Actor_15\03-01-06-01-02-01-15.wav,fear
dataset/RAVDESS\Actor_15\03-01-06-01-02-02-15.wav,fear
dataset/RAVDESS\Actor_15\03-01-06-02-01-01-15.wav,fear
dataset/RAVDESS\Actor_15\03-01-06-02-01-02-15.wav,fear
dataset/RAVDESS\Actor_15\03-01-06-02-02-01-15.wav,fear
dataset/RAVDESS\Actor_15\03-01-06-02-02-02-15.wav,fear
dataset/RAVDESS\Actor_15\03-01-07-01-01-01-15.wav,disgust
dataset/RAVDESS\Actor_15\03-01-07-01-01-02-15.wav,disgust
dataset/RAVDESS\Actor_15\03-01-07-01-02-01-15.wav,disgust
dataset/RAVDESS\Actor_15\03-01-07-01-02-02-15.wav,disgust
dataset/RAVDESS\Actor_15\03-01-07-02-01-01-15.wav,disgust
dataset/RAVDESS\Actor_15\03-01-07-02-01-02-15.wav,disgust
dataset/RAVDESS\Actor_15\03-01-07-02-02-01-15.wav,disgust
dataset/RAVDESS\Actor_15\03-01-07-02-02-02-15.wav,disgust
dataset/RAVDESS\Actor_15\03-01-08-01-01-01-15.wav,surprise
dataset/RAVDESS\Actor_15\03-01-08-01-01-02-15.wav,surprise
dataset/RAVDESS\Actor_15\03-01-08-01-02-01-15.wav,surprise
dataset/RAVDESS\Actor_15\03-01-08-01-02-02-15.wav,surprise
dataset/RAVDESS\Actor_15\03-01-08-02-01-01-15.wav,surprise
dataset/RAVDESS\Actor_15\03-01-08-02-01-02-15.wav,surprise
dataset/RAVDESS\Actor_15\03-01-08-02-02-01-15.wav,surprise
dataset/RAVDESS\Actor_15\03-01-08-02-02-02-15.wav,surprise
dataset/RAVDESS\Actor_16\03-01-01-01-01-01-16.wav,neutral
dataset/RAVDESS\Actor_16\03-01-01-01-01-02-16.wav,neutral
dataset/RAVDESS\Actor_16\03-01-01-01-02-01-16.wav,neutral
dataset/RAVDESS\Actor_16\03-01-01-01-02-02-16.wav,neutral
dataset/RAVDESS\Actor_16\03-01-02-01-01-01-16.wav,calm
dataset/RAVDESS\Actor_16\03-01-02-01-01-02-16.wav,calm
dataset/RAVDESS\Actor_16\03-01-02-01-02-01-16.wav,calm
dataset/RAVDESS\Actor_16\03-01-02-01-02-02-16.wav,calm
dataset/RAVDESS\Actor_16\03-01-02-02-01-01-16.wav,calm
dataset/RAVDESS\Actor_16\03-01-02-02-01-02-16.wav,calm
dataset/RAVDESS\Actor_16\03-01-02-02-02-01-16.wav,calm
dataset/RAVDESS\Actor_16\03-01-02-02-02-02-16.wav,calm
dataset/RAVDESS\Actor_16\03-01-03-01-01-01-16.wav,happy
dataset/RAVDESS\Actor_16\03-01-03-01-01-02-16.wav,happy
dataset/RAVDESS\Actor_16\03-01-03-01-02-01-16.wav,happy
dataset/RAVDESS\Actor_16\03-01-03-01-02-02-16.wav,happy
dataset/RAVDESS\Actor_16\03-01-03-02-01-01-16.wav,happy
dataset/RAVDESS\Actor_16\03-01-03-02-01-02-16.wav,happy
dataset/RAVDESS\Actor_16\03-01-03-02-02-01-16.wav,happy
dataset/RAVDESS\Actor_16\03-01-03-02-02-02-16.wav,happy
dataset/RAVDESS\Actor_16\03-01-04-01-01-01-16.wav,sad
dataset/RAVDESS\Actor_16\03-01-04-01-01-02-16.wav,sad
dataset/RAVDESS\Actor_16\03-01-04-01-02-01-16.wav,sad
dataset/RAVDESS\Actor_16\03-01-04-01-02-02-16.wav,sad
dataset/RAVDESS\Actor_16\03-01-04-02-01-01-16.wav,sad
dataset/RAVDESS\Actor_16\03-01-04-02-01-02-16.wav,sad
dataset/RAVDESS\Actor_16\03-01-04-02-02-01-16.wav,sad
dataset/RAVDESS\Actor_16\03-01-04-02-02-02-16.wav,sad
dataset/RAVDESS\Actor_16\03-01-05-01-01-01-16.wav,angry
dataset/RAVDESS\Actor_16\03-01-05-01-01-02-16.wav,angry
dataset/RAVDESS\Actor_16\03-01-05-01-02-01-16.wav,angry
dataset/RAVDESS\Actor_16\03-01-05-01-02-02-16.wav,angry
dataset/RAVDESS\Actor_16\03-01-05-02-01-01-16.wav,angry
dataset/RAVDESS\Actor_16\03-01-05-02-01-02-16.wav,angry
dataset/RAVDESS\Actor_16\03-01-05-02-02-01-16.wav,angry
dataset/RAVDESS\Actor_16\03-01-05-02-02-02-16.wav,angry
dataset/RAVDESS\Actor_16\03-01-06-01-01-01-16.wav,fear
dataset/RAVDESS\Actor_16\03-01-06-01-01-02-16.wav,fear
dataset/RAVDESS\Actor_16\03-01-06-01-02-01-16.wav,fear
dataset/RAVDESS\Actor_16\03-01-06-01-02-02-16.wav,fear
dataset/RAVDESS\Actor_16\03-01-06-02-01-01-16.wav,fear
dataset/RAVDESS\Actor_16\03-01-06-02-01-02-16.wav,fear
dataset/RAVDESS\Actor_16\03-01-06-02-02-01-16.wav,fear
dataset/RAVDESS\Actor_16\03-01-06-02-02-02-16.wav,fear
dataset/RAVDESS\Actor_16\03-01-07-01-01-01-16.wav,disgust
dataset/RAVDESS\Actor_16\03-01-07-01-01-02-16.wav,disgust
dataset/RAVDESS\Actor_16\03-01-07-01-02-01-16.wav,disgust
dataset/RAVDESS\Actor_16\03-01-07-01-02-02-16.wav,disgust
dataset/RAVDESS\Actor_16\03-01-07-02-01-01-16.wav,disgust
dataset/RAVDESS\Actor_16\03-01-07-02-01-02-16.wav,disgust
dataset/RAVDESS\Actor_16\03-01-07-02-02-01-16.wav,disgust
dataset/RAVDESS\Actor_16\03-01-07-02-02-02-16.wav,disgust
dataset/RAVDESS\Actor_16\03-01-08-01-01-01-16.wav,surprise
dataset/RAVDESS\Actor_16\03-01-08-01-01-02-16.wav,surprise
dataset/RAVDESS\Actor_16\03-01-08-01-02-01-16.wav,surprise
dataset/RAVDESS\Actor_16\03-01-08-01-02-02-16.wav,surprise
dataset/RAVDESS\Actor_16\03-01-08-02-01-01-16.wav,surprise
dataset/RAVDESS\Actor_16\03-01-08-02-01-02-16.wav,surprise
dataset/RAVDESS\Actor_16\03-01-08-02-02-01-16.wav,surprise
dataset/RAVDESS\Actor_16\03-01-08-02-02-02-16.wav,surprise
dataset/RAVDESS\Actor_17\03-01-01-01-01-01-17.wav,neutral
dataset/RAVDESS\Actor_17\03-01-01-01-01-02-17.wav,neutral
dataset/RAVDESS\Actor_17\03-01-01-01-02-01-17.wav,neutral
dataset/RAVDESS\Actor_17\03-01-01-01-02-02-17.wav,neutral
dataset/RAVDESS\Actor_17\03-01-02-01-01-01-17.wav,calm
dataset/RAVDESS\Actor_17\03-01-02-01-01-02-17.wav,calm
dataset/RAVDESS\Actor_17\03-01-02-01-02-01-17.wav,calm
dataset/RAVDESS\Actor_17\03-01-02-01-02-02-17.wav,calm
dataset/RAVDESS\Actor_17\03-01-02-02-01-01-17.wav,calm
dataset/RAVDESS\Actor_17\03-01-02-02-01-02-17.wav,calm
dataset/RAVDESS\Actor_17\03-01-02-02-02-01-17.wav,calm
dataset/RAVDESS\Actor_17\03-01-02-02-02-02-17.wav,calm
dataset/RAVDESS\Actor_17\03-01-03-01-01-01-17.wav,happy
dataset/RAVDESS\Actor_17\03-01-03-01-01-02-17.wav,happy
dataset/RAVDESS\Actor_17\03-01-03-01-02-01-17.wav,happy
dataset/RAVDESS\Actor_17\03-01-03-01-02-02-17.wav,happy
dataset/RAVDESS\Actor_17\03-01-03-02-01-01-17.wav,happy
dataset/RAVDESS\Actor_17\03-01-03-02-01-02-17.wav,happy
dataset/RAVDESS\Actor_17\03-01-03-02-02-01-17.wav,happy
dataset/RAVDESS\Actor_17\03-01-03-02-02-02-17.wav,happy
dataset/RAVDESS\Actor_17\03-01-04-01-01-01-17.wav,sad
dataset/RAVDESS\Actor_17\03-01-04-01-01-02-17.wav,sad
dataset/RAVDESS\Actor_17\03-01-04-01-02-01-17.wav,sad
dataset/RAVDESS\Actor_17\03-01-04-01-02-02-17.wav,sad
dataset/RAVDESS\Actor_17\03-01-04-02-01-01-17.wav,sad
dataset/RAVDESS\Actor_17\03-01-04-02-01-02-17.wav,sad
dataset/RAVDESS\Actor_17\03-01-04-02-02-01-17.wav,sad
dataset/RAVDESS\Actor_17\03-01-04-02-02-02-17.wav,sad
dataset/RAVDESS\Actor_17\03-01-05-01-01-01-17.wav,angry
dataset/RAVDESS\Actor_17\03-01-05-01-01-02-17.wav,angry
dataset/RAVDESS\Actor_17\03-01-05-01-02-01-17.wav,angry
dataset/RAVDESS\Actor_17\03-01-05-01-02-02-17.wav,angry
dataset/RAVDESS\Actor_17\03-01-05-02-01-01-17.wav,angry
dataset/RAVDESS\Actor_17\03-01-05-02-01-02-17.wav,angry
dataset/RAVDESS\Actor_17\03-01-05-02-02-01-17.wav,angry
dataset/RAVDESS\Actor_17\03-01-05-02-02-02-17.wav,angry
dataset/RAVDESS\Actor_17\03-01-06-01-01-01-17.wav,fear
dataset/RAVDESS\Actor_17\03-01-06-01-01-02-17.wav,fear
dataset/RAVDESS\Actor_17\03-01-06-01-02-01-17.wav,fear
dataset/RAVDESS\Actor_17\03-01-06-01-02-02-17.wav,fear
dataset/RAVDESS\Actor_17\03-01-06-02-01-01-17.wav,fear
dataset/RAVDESS\Actor_17\03-01-06-02-01-02-17.wav,fear
dataset/RAVDESS\Actor_17\03-01-06-02-02-01-17.wav,fear
dataset/RAVDESS\Actor_17\03-01-06-02-02-02-17.wav,fear
dataset/RAVDESS\Actor_17\03-01-07-01-01-01-17.wav,disgust
dataset/RAVDESS\Actor_17\03-01-07-01-01-02-17.wav,disgust
dataset/RAVDESS\Actor_17\03-01-07-01-02-01-17.wav,disgust
dataset/RAVDESS\Actor_17\03-01-07-01-02-02-17.wav,disgust
dataset/RAVDESS\Actor_17\03-01-07-02-01-01-17.wav,disgust
dataset/RAVDESS\Actor_17\03-01-07-02-01-02-17.wav,disgust
dataset/RAVDESS\Actor_17\03-01-07-02-02-01-17.wav,disgust
dataset/RAVDESS\Actor_17\03-01-07-02-02-02-17.wav,disgust
dataset/RAVDESS\Actor_17\03-01-08-01-01-01-17.wav,surprise
dataset/RAVDESS\Actor_17\03-01-08-01-01-02-17.wav,surprise
dataset/RAVDESS\Actor_17\03-01-08-01-02-01-17.wav,surprise
dataset/RAVDESS\Actor_17\03-01-08-01-02-02-17.wav,surprise
dataset/RAVDESS\Actor_17\03-01-08-02-01-01-17.wav,surprise
dataset/RAVDESS\Actor_17\03-01-08-02-01-02-17.wav,surprise
dataset/RAVDESS\Actor_17\03-01-08-02-02-01-17.wav,surprise
dataset/RAVDESS\Actor_17\03-01-08-02-02-02-17.wav,surprise
dataset/RAVDESS\Actor_18\03-01-01-01-01-01-18.wav,neutral
dataset/RAVDESS\Actor_18\03-01-01-01-01-02-18.wav,neutral
dataset/RAVDESS\Actor_18\03-01-01-01-02-01-18.wav,neutral
dataset/RAVDESS\Actor_18\03-01-01-01-02-02-18.wav,neutral
dataset/RAVDESS\Actor_18\03-01-02-01-01-01-18.wav,calm
dataset/RAVDESS\Actor_18\03-01-02-01-01-02-18.wav,calm
dataset/RAVDESS\Actor_18\03-01-02-01-02-01-18.wav,calm
dataset/RAVDESS\Actor_18\03-01-02-01-02-02-18.wav,calm
dataset/RAVDESS\Actor_18\03-01-02-02-01-01-18.wav,calm
dataset/RAVDESS\Actor_18\03-01-02-02-01-02-18.wav,calm
dataset/RAVDESS\Actor_18\03-01-02-02-02-01-18.wav,calm
dataset/RAVDESS\Actor_18\03-01-02-02-02-02-18.wav,calm
dataset/RAVDESS\Actor_18\03-01-03-01-01-01-18.wav,happy
dataset/RAVDESS\Actor_18\03-01-03-01-01-02-18.wav,happy
dataset/RAVDESS\Actor_18\03-01-03-01-02-01-18.wav,happy
dataset/RAVDESS\Actor_18\03-01-03-01-02-02-18.wav,happy
dataset/RAVDESS\Actor_18\03-01-03-02-01-01-18.wav,happy
dataset/RAVDESS\Actor_18\03-01-03-02-01-02-18.wav,happy
dataset/RAVDESS\Actor_18\03-01-03-02-02-01-18.wav,happy
dataset/RAVDESS\Actor_18\03-01-03-02-02-02-18.wav,happy
dataset/RAVDESS\Actor_18\03-01-04-01-01-01-18.wav,sad
dataset/RAVDESS\Actor_18\03-01-04-01-01-02-18.wav,sad
dataset/RAVDESS\Actor_18\03-01-04-01-02-01-18.wav,sad
dataset/RAVDESS\Actor_18\03-01-04-01-02-02-18.wav,sad
dataset/RAVDESS\Actor_18\03-01-04-02-01-01-18.wav,sad
dataset/RAVDESS\Actor_18\03-01-04-02-01-02-18.wav,sad
dataset/RAVDESS\Actor_18\03-01-04-02-02-01-18.wav,sad
dataset/RAVDESS\Actor_18\03-01-04-02-02-02-18.wav,sad
dataset/RAVDESS\Actor_18\03-01-05-01-01-01-18.wav,angry
dataset/RAVDESS\Actor_18\03-01-05-01-01-02-18.wav,angry
dataset/RAVDESS\Actor_18\03-01-05-01-02-01-18.wav,angry
dataset/RAVDESS\Actor_18\03-01-05-01-02-02-18.wav,angry
dataset/RAVDESS\Actor_18\03-01-05-02-01-01-18.wav,angry
dataset/RAVDESS\Actor_18\03-01-05-02-01-02-18.wav,angry
dataset/RAVDESS\Actor_18\03-01-05-02-02-01-18.wav,angry
dataset/RAVDESS\Actor_18\03-01-05-02-02-02-18.wav,angry
dataset/RAVDESS\Actor_18\03-01-06-01-01-01-18.wav,fear
dataset/RAVDESS\Actor_18\03-01-06-01-01-02-18.wav,fear
dataset/RAVDESS\Actor_18\03-01-06-01-02-01-18.wav,fear
dataset/RAVDESS\Actor_18\03-01-06-01-02-02-18.wav,fear
dataset/RAVDESS\Actor_18\03-01-06-02-01-01-18.wav,fear
dataset/RAVDESS\Actor_18\03-01-06-02-01-02-18.wav,fear
dataset/RAVDESS\Actor_18\03-01-06-02-02-01-18.wav,fear
dataset/RAVDESS\Actor_18\03-01-06-02-02-02-18.wav,fear
dataset/RAVDESS\Actor_18\03-01-07-01-01-01-18.wav,disgust
dataset/RAVDESS\Actor_18\03-01-07-01-01-02-18.wav,disgust
dataset/RAVDESS\Actor_18\03-01-07-01-02-01-18.wav,disgust
dataset/RAVDESS\Actor_18\03-01-07-01-02-02-18.wav,disgust
dataset/RAVDESS\Actor_18\03-01-07-02-01-01-18.wav,disgust
dataset/RAVDESS\Actor_18\03-01-07-02-01-02-18.wav,disgust
dataset/RAVDESS\Actor_18\03-01-07-02-02-01-18.wav,disgust
dataset/RAVDESS\Actor_18\03-01-07-02-02-02-18.wav,disgust
dataset/RAVDESS\Actor_18\03-01-08-01-01-01-18.wav,surprise
dataset/RAVDESS\Actor_18\03-01-08-01-01-02-18.wav,surprise
dataset/RAVDESS\Actor_18\03-01-08-01-02-01-18.wav,surprise
dataset/RAVDESS\Actor_18\03-01-08-01-02-02-18.wav,surprise
dataset/RAVDESS\Actor_18\03-01-08-02-01-01-18.wav,surprise
dataset/RAVDESS\Actor_18\03-01-08-02-01-02-18.wav,surprise
dataset/RAVDESS\Actor_18\03-01-08-02-02-01-18.wav,surprise
dataset/RAVDESS\Actor_18\03-01-08-02-02-02-18.wav,surprise
dataset/RAVDESS\Actor_19\03-01-01-01-01-01-19.wav,neutral
dataset/RAVDESS\Actor_19\03-01-01-01-01-02-19.wav,neutral
dataset/RAVDESS\Actor_19\03-01-01-01-02-01-19.wav,neutral
dataset/RAVDESS\Actor_19\03-01-01-01-02-02-19.wav,neutral
dataset/RAVDESS\Actor_19\03-01-02-01-01-01-19.wav,calm
dataset/RAVDESS\Actor_19\03-01-02-01-01-02-19.wav,calm
dataset/RAVDESS\Actor_19\03-01-02-01-02-01-19.wav,calm
dataset/RAVDESS\Actor_19\03-01-02-01-02-02-19.wav,calm
dataset/RAVDESS\Actor_19\03-01-02-02-01-01-19.wav,calm
dataset/RAVDESS\Actor_19\03-01-02-02-01-02-19.wav,calm
dataset/RAVDESS\Actor_19\03-01-02-02-02-01-19.wav,calm
dataset/RAVDESS\Actor_19\03-01-02-02-02-02-19.wav,calm
dataset/RAVDESS\Actor_19\03-01-03-01-01-01-19.wav,happy
dataset/RAVDESS\Actor_19\03-01-03-01-01-02-19.wav,happy
dataset/RAVDESS\Actor_19\03-01-03-01-02-01-19.wav,happy
dataset/RAVDESS\Actor_19\03-01-03-01-02-02-19.wav,happy
dataset/RAVDESS\Actor_19\03-01-03-02-01-01-19.wav,happy
dataset/RAVDESS\Actor_19\03-01-03-02-01-02-19.wav,happy
dataset/RAVDESS\Actor_19\03-01-03-02-02-01-19.wav,happy
dataset/RAVDESS\Actor_19\03-01-03-02-02-02-19.wav,happy
dataset/RAVDESS\Actor_19\03-01-04-01-01-01-19.wav,sad
dataset/RAVDESS\Actor_19\03-01-04-01-01-02-19.wav,sad
dataset/RAVDESS\Actor_19\03-01-04-01-02-01-19.wav,sad
dataset/RAVDESS\Actor_19\03-01-04-01-02-02-19.wav,sad
dataset/RAVDESS\Actor_19\03-01-04-02-01-01-19.wav,sad
dataset/RAVDESS\Actor_19\03-01-04-02-01-02-19.wav,sad
dataset/RAVDESS\Actor_19\03-01-04-02-02-01-19.wav,sad
dataset/RAVDESS\Actor_19\03-01-04-02-02-02-19.wav,sad
dataset/RAVDESS\Actor_19\03-01-05-01-01-01-19.wav,angry
dataset/RAVDESS\Actor_19\03-01-05-01-01-02-19.wav,angry
dataset/RAVDESS\Actor_19\03-01-05-01-02-01-19.wav,angry
dataset/RAVDESS\Actor_19\03-01-05-01-02-02-19.wav,angry
dataset/RAVDESS\Actor_19\03-01-05-02-01-01-19.wav,angry
dataset/RAVDESS\Actor_19\03-01-05-02-01-02-19.wav,angry
dataset/RAVDESS\Actor_19\03-01-05-02-02-01-19.wav,angry
dataset/RAVDESS\Actor_19\03-01-05-02-02-02-19.wav,angry
dataset/RAVDESS\Actor_19\03-01-06-01-01-01-19.wav,fear
dataset/RAVDESS\Actor_19\03-01-06-01-01-02-19.wav,fear
dataset/RAVDESS\Actor_19\03-01-06-01-02-01-19.wav,fear
dataset/RAVDESS\Actor_19\03-01-06-01-02-02-19.wav,fear
dataset/RAVDESS\Actor_19\03-01-06-02-01-01-19.wav,fear
dataset/RAVDESS\Actor_19\03-01-06-02-01-02-19.wav,fear
